2025-06-15T12:13:30+08:00,法本无意锁青空，勾栏镶玉戏其中。遥取星辰执算草，不昧因果不昧工。
2025-06-08T16:24:22+08:00,可能性中的每一个存在都不应失落，也不会失落。
2025-03-10T09:42:33+08:00,任何现象都有意识参与。
2025-02-26T16:43:05+08:00,所有可能性都是即刻存在的。
2025-02-23T13:37:10+08:00,相对于意识，物质是存在更确定的状态，越宏观越确定，越微观则二者差异越小。
2025-02-22T18:10:10+08:00,微观上粒子层面的确定因果，宏观上物质层面的确定因果，即自然科学所研究的规律。
2025-02-22T12:36:10+08:00,某种意识以某种方式持续观察物质会得到某种确定的结果，即为 「因果」。
2025-02-22T11:14:10+08:00,没有所谓最初或最后的意识或物质，只有当下可能的意识或物质。
2025-02-20T22:41:39+08:00,人不是唯一的观察者，有意识的存在皆可观察。粒子观察则粒子存在，人观察则物质存在。
2025-02-19T13:21:17+08:00,所有「确定性」都始终以 「可能性」 的形式或状态潜伏在「不确定」之下。
2025-02-19T11:14:58+08:00,意识是感知的能力，可以说是一种「确定性」的过滤器或识别器 ，而观察就是其过滤或识别的行为。
2025-02-19T11:06:09+08:00,当「不确定」被观察到，「确定」即刻以某种形式或状态浮现。
2025-02-19T10:52:55+08:00,从「最初」到「最终」，自始至终都没有「真正的」确定性，有的只是可能性。
2025-02-16T15:41:51+08:00,理论与实践驱生「观念」，而后 「共识」 出现， 「规则」 形成。
2025-02-16T15:41:49+08:00,「自我」对 「意义」的解释有无数种，由观念决定。不同的观念产生不同角度和方向的观察，得到不同的确定因果。
2025-02-16T15:15:56+08:00,「意识感知」 整体性的「持续」 认出某种意义，即为「我」。
2025-02-15T19:32:37+08:00,「物质模式」与「意识感知」互为表里，互为动力，螺旋演化。
2025-02-15T11:29:39+08:00,「物质」、「意识」与「时间」都是一种 「确定的因果」，不同层级以不同的观察得到不同的确定因果。
2025-02-12T13:04:44+08:00,游戏是现实的唯一严肃形式，既是创造，也是存在。规则之内自由即兴，自由即兴反塑规则。
2025-02-11T09:57:44+08:00,意识具有多种类型和状态，既非人类独有亦非仅限于生命体，可以说粒子也有某种和人不同类型的「意识」。
2025-02-10T00:02:29+08:00,自始至终都正在成为。
2025-02-09T17:47:15+08:00,专门化的认出某种模式为物质的意识，其自身必然具备足够的物质信息，否则这种「认出」无法达成。反之亦然。
2025-01-26T15:13:18+08:00,不应用理性去控制感性，反之亦然，因为两者 「同出而异名」。理性不是感性的敌人，感性也不是理性的敌人——他们应该互相转化，携手并进，不应压制一个而强调另一个。
2025-01-16T15:30:22+08:00,如果失败是不可避免的，那么就尽可能的以最好的方式去失败。
2025-01-15T13:11:47+08:00,观测不一定是答案，但一定是答案的一部分。可观测的实相自有其意义。
2025-01-10T12:59:43+08:00,子曰：「君子不器。」——《论语·为政》
2025-01-08T13:45:58+08:00,物质存在其物理属性表面的不变性，来自观察者、被观察者在测量过程中，相互之间共同的协调和改变。
2025-01-03T15:37:29+08:00,任一瞬间，物质其无可计量的「相似意向」的基本元素都是在以某种速度出现在某个位置，形成某个层面的整体模式——而后人专门化的意识认出这种模式，视其为物质宇宙。更进一步的，无数这样的瞬间连起来，再次的，形成某种整体模式之连续 ，而后人专门化的意识认出这种连续，视其为物质宇宙之时间。
2024-12-25T09:52:46+08:00,昨天的自我与今日的自我无干，刚才的自我与当下的自我无干。 我既是我，我亦非我。
2024-12-20T15:39:42+08:00,以某种说法， 观察者就是被观察者 。
2024-12-20T15:14:32+08:00,所谓观察，就是以 「己观」 之法，行 「觉察」 之事。
2024-12-16T10:52:51+08:00,「道」无法被定义，只能被 经验 。如果一定要下一个定义，那么首先要确认的是，以谁的说法？或者借用一个物理名词，参照系是什么？
2024-10-17T13:36:52+08:00,灵魂通过 体验 发展自己。
2024-10-17T13:34:38+08:00,旅途的意义既不在 「起点」 ，也不在 「终点」 ，而在 「从起点到终点」 。
2024-10-16T14:07:33+08:00,在自由市场上，虚假若是 「无法被证明」 又或是 「无法广为传播」 ，那么就形同鼓励虚假。
2024-10-11T15:23:15+08:00,宣称 一件事为事实很容易，但是 证明 一件事为事实很难。当通过让群体接受 被宣称 一件事为事实的成本低于让群体接受 被证明 一件事为事实时，群体之间的信任就会崩坏。
2024-10-08T17:26:02+08:00,压力通常会从 有选择 的流向 没有选择 的。有选择的人应该并且有责任阻止压力全部下移。
2024-09-19T09:23:49+08:00,如果买家没有能力对商品进行正确的估价，那么卖家就没有动机提供合理的价格。 更有甚者，在自由市场里，卖家可能会试图破坏买家对商品的评估能力。 例如满是专业名词极其难懂的金融产品。当买家交出自己的评价权，给到无论什么第三方时（证券评级、直播带货、自媒体等），市场离失效也就不远了。
2024-09-19T09:20:39+08:00,通过践踏在别人头上获得的自由，不过是 一群人对另一群人的极权 罢了。
2024-09-19T09:14:50+08:00,一群人的「自由」不能也不应以另一群人的「不自由」为代价。
2024-09-13T09:52:15+08:00,被人们认为是恒常不变的绝对真理，或许只是 人与自然共同的臆想。
2024-09-13T09:49:04+08:00,严格来说，所有理论都是错的，差别在于，他们分别 在什么范围内正确。
2024-09-13T09:19:52+08:00,对事物的描述不等于事物本身，那只是 通往理解事物的其中一条路径 罢了。
2024-08-29T09:23:05+08:00,不要过于关注你「最好」的是什么，而要关注他「需要」的是什么。 能被冠以最好的可能路线屈指可数，但是需要可以有非常多。
2024-08-15T13:36:16+08:00,重要的不在于名相，而在于与名相的关系。知识、方法、理论等，其本身并不重要，都只是一种「途径」。真正重要的是，通过这种「途径」可 获得怎样的「确定性」又否定了哪些「可能性」。
2024-07-25T17:45:50+08:00,不做假设， 判断是当下的。
2024-07-25T11:12:27+08:00,简单并不比复杂高级，反之亦然。 因地制宜，皆看如何方便。
2024-07-24T16:28:46+08:00,缺乏的从来都不是问题的答案，是决心。
2024-05-28T12:15:23+08:00,生存从来都是全体性的。 你死我活只是一种天真的自以为是的凌驾于自然的臆想 ，那最终走向的只会是共同的死亡。
2024-05-17T12:14:59+08:00,过度的极限的挑衅是一种 预期的暴力 ——那也是暴力。
2024-05-05T00:14:41+08:00,弱小不应是被欺凌的理由。
2024-04-22T12:28:19+08:00,并 不存在大彻大悟 ，那只是一种幻想。
2024-03-20T17:38:12+08:00,创造是游戏，除了玩本身，没有其他路径通向它。
2024-03-20T17:08:04+08:00,存在的完整性无法被愚弄且快活的永远在场。
2024-02-29T12:23:35+08:00,存心邪僻，任尔烧香无点益；扶身正大，见吾不拜又何妨。
2024-02-23T18:18:52+08:00,只懂一件事的人不懂任何一件事。事物因比较而被确立与区分。
2024-01-08T13:31:21+08:00,人无信不立，事无信不成。
2023-11-30T14:36:17+08:00,人生不易，众生同行。
2023-11-29T13:57:54+08:00,不确定性游戏四原则：保持存活、极低投入、多多益善、东边不亮西边亮。
2023-11-29T13:55:12+08:00,被吓坏的人。
2023-11-25T14:41:44+08:00,事件是对感受的反应，而群体事件即是对群体感受的反应。
2023-11-23T11:59:26+08:00,过度反应会引起 过度反应。
2023-11-19T12:12:07+08:00,从来就没有偶然，有的都是显性或隐性的合作。
2023-11-18T15:46:51+08:00,思想与情绪有其物理的或化学的性质。
2023-11-16T15:01:37+08:00,词汇量是认知的基本盘。
2023-10-29T13:31:44+08:00,你会对你的想象反应。
2023-10-12T15:32:04+08:00,看似连续的有意识的觉知其实只是 快速的闪现。
2023-10-07T13:17:27+08:00,理论是标准解，不是完整解，更不是唯一解。标准解往往是共性的解，是归纳性质的。
2023-10-06T19:18:23+08:00,神就在你之内。
2023-10-06T19:00:24+08:00,处理观念的正确方式不是修复或覆盖，而是选择。
2023-10-06T18:28:05+08:00,要有安全区，各种意义上的。如：物质的、精神的、经济的、社交的。
2023-10-06T18:25:55+08:00,观念有层次，要靠近内侧越核心，也越基本。
2023-10-06T18:21:39+08:00,相似的观念互相靠近，互相影响。
2023-10-06T11:04:45+08:00,五感是体验物质世界的一种有效方式，但 不是唯一方式。
2023-10-04T13:58:29+08:00,虚假的谦虚没有灵性，否定自己并不意味着高尚。
2023-10-04T13:56:45+08:00,因为你爱它，所以你恨它配不上你的爱。
2023-10-04T13:55:20+08:00,理想与现实同时在场。
2023-10-04T13:51:27+08:00,你永远会是你自己，并且越来越是你自己。你既无法变做他人，也无法做出不是你的行为或态度——当然，你可以否认或假装看不到这一点。
2023-10-04T13:50:30+08:00,完美不完美。 或者说，并不存在一种静态的、死掉的、完成的完美。
2023-10-04T13:42:59+08:00,自我牺牲不是美德，那意味着全体的失败。
2023-09-26T12:20:11+08:00,现实是一种被合理化的虚构。
2023-09-21T13:44:38+08:00,实相从想像中跃出。
2023-09-21T13:42:42+08:00,别太严肃，把玩把玩。
2023-09-21T13:40:16+08:00,给想象自由。
2023-09-21T13:31:41+08:00,过去未去，未来已来，一切可能都 「正在发生」 。
2023-09-21T11:09:08+08:00,信为大，包容一切法。
